"","X","Attrition","Age","DistanceFromHome","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_No","BusinessTravel_Travel_Frequently","BusinessTravel_Non-Travel","Department_Research & Development","Department_Human Resources","EducationField_Other","EducationField_Medical","EducationField_Marketing","EducationField_Technical Degree","EducationField_Human Resources","Gender_Male","JobRole_Research Scientist","JobRole_Laboratory Technician","JobRole_Manufacturing Director","JobRole_Healthcare Representative","JobRole_Manager","JobRole_Sales Representative","JobRole_Research Director","JobRole_Human Resources","MaritalStatus_Married","MaritalStatus_Divorced","OverTime_No","predicted_value"
"639","639","No","0.166666666666667","0.107142857142857","0","0.666666666666667","0.333333333333333","0.25","0","0.170984728804634","0.111111111111111","0.0714285714285714","0","0","0","0.125","0.166666666666667","1","0.125","0.111111111111111","0","0.176470588235294","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"646","646","Yes","0.261904761904762","0","0.5","0.333333333333333","0.333333333333333","0","0.666666666666667","0.0943127962085308","0.666666666666667","0.571428571428571","0","0.666666666666667","1","0.125","0.5","0.666666666666667","0.075","0.111111111111111","0","0.117647058823529","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","Yes"
"647","647","No","0.833333333333333","0.25","0.5","0","0.666666666666667","0.75","1","0.570142180094787","0.555555555555556","0.214285714285714","0","0.666666666666667","0.333333333333333","0.7","0.5","0.666666666666667","0.05","0","0.133333333333333","0.117647058823529","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"648","648","No","0.404761904761905","0.857142857142857","0.5","1","0.333333333333333","0.5","0.333333333333333","0.521011058451817","0.333333333333333","0.357142857142857","0","0","0","0.4","0.333333333333333","0.666666666666667","0.325","0.555555555555556","0.266666666666667","0.470588235294118","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","No"
"649","649","No","0.452380952380952","0.714285714285714","0.25","0.666666666666667","0.666666666666667","0","1","0.103422854133755","0.555555555555556","0.285714285714286","0","0.333333333333333","0.333333333333333","0.25","0.5","0.666666666666667","0.125","0.222222222222222","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","No"
"652","652","No","0.69047619047619","0.0357142857142857","0.25","0.666666666666667","0.666666666666667","0.25","1","0.185781990521327","0","0.785714285714286","1","0","0.333333333333333","0.2","0.333333333333333","0.666666666666667","0.175","0.333333333333333","0.466666666666667","0.411764705882353","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","No"
"656","656","No","0.357142857142857","0.0714285714285714","0.25","1","0.666666666666667","0","0.333333333333333","0.0667719852553976","0.333333333333333","0","0","0.666666666666667","0.333333333333333","0.175","0.666666666666667","1","0.1","0.166666666666667","0","0.176470588235294","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","No"
"657","657","Yes","0.333333333333333","0.857142857142857","0.75","0","0.666666666666667","0","1","0.0940494997367035","0.111111111111111","0.928571428571429","1","0.666666666666667","0","0.025","0.333333333333333","0","0.025","0","0","0.0588235294117647","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","Yes"
"668","668","Yes","0.547619047619048","0.0357142857142857","0.75","0.333333333333333","0","0","1","0.0931542917324908","0.444444444444444","0.142857142857143","0","0.666666666666667","0.333333333333333","0.25","0.166666666666667","0.333333333333333","0.175","0.388888888888889","0.0666666666666667","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","Yes"
"669","669","No","0.238095238095238","0.285714285714286","0.5","0.666666666666667","0.666666666666667","0","0.666666666666667","0.0720379146919431","0.555555555555556","0.5","0","0.333333333333333","0.333333333333333","0.15","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","No"
"675","675","No","0.952380952380952","0.142857142857143","0.5","0.666666666666667","0.333333333333333","0.5","0.333333333333333","0.502527646129542","0.222222222222222","0.142857142857143","0","1","0.333333333333333","0.6","0.5","0.666666666666667","0.15","0","0","0.235294117647059","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","No"
"676","676","No","0.30952380952381","0.214285714285714","0.75","0.333333333333333","0.333333333333333","0","0.666666666666667","0.0695102685624013","0.333333333333333","0.285714285714286","0","0.333333333333333","0","0.325","0.333333333333333","1","0.175","0.388888888888889","0.333333333333333","0.117647058823529","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","No"
"677","677","No","0.404761904761905","0.714285714285714","0","1","0.666666666666667","0.25","1","0.158241179568194","0.111111111111111","1","1","1","0.333333333333333","0.25","0.333333333333333","0","0.25","0.333333333333333","0","0.411764705882353","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","No"
"678","678","No","0.738095238095238","0.25","0.25","0","0.666666666666667","0.5","0.333333333333333","0.336703528172722","0.444444444444444","0","0","0.666666666666667","0.333333333333333","0.725","0.5","0.333333333333333","0.65","0.5","0.0666666666666667","0.411764705882353","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"680","680","No","0.30952380952381","0.678571428571429","0.25","1","0.666666666666667","0.25","0.666666666666667","0.311901000526593","0.111111111111111","0.142857142857143","0","1","0.333333333333333","0.225","0.333333333333333","0.333333333333333","0.225","0.444444444444444","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"681","681","No","0.428571428571429","0.214285714285714","0.75","0.333333333333333","0.666666666666667","0","1","0.193206951026856","0.222222222222222","0.5","0","0.666666666666667","0","0.2","1","0.666666666666667","0.15","0.111111111111111","0","0.0588235294117647","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"688","688","No","0.428571428571429","0.0357142857142857","0.75","0.666666666666667","0.666666666666667","0","0.666666666666667","0.0795155344918378","0.444444444444444","0.714285714285714","1","0.666666666666667","0","0.4","1","0.666666666666667","0.275","0.444444444444444","0.2","0.529411764705882","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"689","689","Yes","0.0238095238095238","0.714285714285714","0.5","1","0.333333333333333","0","0.333333333333333","0.0585571353343865","0.111111111111111","0.142857142857143","0","0.333333333333333","0","0.025","0.5","1","0.025","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","No"
"694","694","Yes","0.428571428571429","0.0714285714285714","0","0.666666666666667","0.333333333333333","0.5","1","0.490573986308583","0.111111111111111","0","0","0","0.333333333333333","0.4","1","0.666666666666667","0.4","0.388888888888889","0.2","0.411764705882353","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","Yes"
"701","701","Yes","0.952380952380952","0.0357142857142857","0.5","1","0.666666666666667","0","0.666666666666667","0.0774091627172196","0.444444444444444","0.928571428571429","1","0","0","0.175","0.666666666666667","0.666666666666667","0.025","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","Yes"
"702","702","No","0.833333333333333","0.0357142857142857","0.25","0.666666666666667","0.666666666666667","0.75","0.666666666666667","0.728962611901001","0.666666666666667","0.142857142857143","0","0.666666666666667","0.333333333333333","0.55","0.5","1","0.425","0.722222222222222","1","0.117647058823529","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","No"
"709","709","No","0.428571428571429","0.25","0.75","0","0.666666666666667","0.25","1","0.214323328067404","0.444444444444444","0.142857142857143","0","1","0.666666666666667","0.3","0.5","0.666666666666667","0.175","0.388888888888889","0","0.411764705882353","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","No"
"711","711","No","0.357142857142857","0.571428571428571","0.5","1","0.666666666666667","0.75","0.666666666666667","0.865455502896261","0.111111111111111","0","0","1","0","0.25","0.333333333333333","0.666666666666667","0.25","0.444444444444444","0.4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","No"
"715","715","No","0.761904761904762","0","0.25","1","0.666666666666667","0.75","1","0.863085834649816","1","0.785714285714286","1","0.666666666666667","0.333333333333333","0.8","0.166666666666667","0.333333333333333","0.125","0.222222222222222","0.0666666666666667","0.176470588235294","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","No"
"719","719","No","0.642857142857143","0.785714285714286","0.25","1","0.666666666666667","0.25","0","0.138177988414955","0.111111111111111","0.285714285714286","0","0.666666666666667","0.333333333333333","0.225","0.333333333333333","0.666666666666667","0.225","0.444444444444444","0","0.470588235294118","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","No"
"723","723","No","0.476190476190476","0.321428571428571","0","0.666666666666667","0.666666666666667","0","0.666666666666667","0.088204318062138","0","0.428571428571429","0","0.333333333333333","0.333333333333333","0.075","0","0.333333333333333","0.05","0.0555555555555556","0","0.117647058823529","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"724","724","No","0.666666666666667","0.214285714285714","0.25","1","0.666666666666667","0.5","0.666666666666667","0.51795681937862","0.666666666666667","0.142857142857143","0","0.333333333333333","0.333333333333333","0.325","0.5","0.666666666666667","0.2","0.388888888888889","0","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","No"
"731","731","No","0.285714285714286","0.25","0.25","0.333333333333333","1","0.5","0","0.548025276461295","0","0.0714285714285714","0","0.666666666666667","1","0.225","0.666666666666667","0.333333333333333","0.2","0.388888888888889","0.0666666666666667","0.411764705882353","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","No"
"732","732","Yes","0.0476190476190476","0.357142857142857","0.5","1","0.333333333333333","0","0","0.0837809373354397","0.111111111111111","0.285714285714286","0","0","0","0.025","0.333333333333333","0.666666666666667","0.025","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","Yes"
"733","733","Yes","0.285714285714286","0.142857142857143","0.5","0.333333333333333","0.666666666666667","0","0.333333333333333","0.0744075829383886","0","0.428571428571429","0","0","0","0.1","0.5","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","No"
"736","736","No","0.714285714285714","0.178571428571429","0.5","0","0.333333333333333","0.25","0.666666666666667","0.170142180094787","0.222222222222222","0.142857142857143","0","1","0","0.475","0","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
"737","737","No","0.714285714285714","0.107142857142857","0.75","0.666666666666667","0.333333333333333","0.5","0.666666666666667","0.5260663507109","0.777777777777778","0.214285714285714","0","0.333333333333333","0","0.675","0.5","0.666666666666667","0.375","0.611111111111111","0.266666666666667","0.470588235294118","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
"740","740","No","0.214285714285714","0.0357142857142857","0.75","0","0.666666666666667","0.25","1","0.169457609268036","0","0.5","0","0.333333333333333","0.333333333333333","0.1","0.333333333333333","0.666666666666667","0.075","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","No"
"743","743","No","0.761904761904762","0.285714285714286","0.5","0","0.666666666666667","0","1","0.0721958925750395","0.444444444444444","0.5","0","0.333333333333333","0","0.2","0.833333333333333","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","No"
"748","748","No","0.476190476190476","0.0714285714285714","0.75","0.333333333333333","0.666666666666667","0.25","1","0.308162190626646","0.888888888888889","0.0714285714285714","0","0.666666666666667","0","0.475","0.166666666666667","0.666666666666667","0.025","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","No"
"752","752","No","0.761904761904762","0","0.5","1","0.666666666666667","0.25","0.666666666666667","0.281095313322801","0","0.0714285714285714","0","0","0.333333333333333","0.475","0.5","0.666666666666667","0.45","0.388888888888889","0","0.764705882352941","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"754","754","No","0.5","0.75","0.5","1","0.666666666666667","0.5","0","0.519799894681411","0.111111111111111","0.142857142857143","0","0.666666666666667","0","0.525","0.333333333333333","0.666666666666667","0.525","0.333333333333333","0.133333333333333","0.470588235294118","1","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","No"
"755","755","No","0.357142857142857","0.25","0","0.333333333333333","0.333333333333333","0","1","0.0701948393891522","0","0.571428571428571","0","1","0","0.075","0.333333333333333","0.333333333333333","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","No"
"756","756","No","0.642857142857143","0.357142857142857","0.25","1","0.666666666666667","0.75","1","0.876303317535545","0.333333333333333","0.142857142857143","0","0.333333333333333","0.333333333333333","0.65","0.666666666666667","1","0.225","0.166666666666667","0.0666666666666667","0.0588235294117647","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","No"
"759","759","No","0.976190476190476","0","0.25","0.333333333333333","0.666666666666667","0.5","1","0.573723012111638","0.333333333333333","0.214285714285714","0","0.666666666666667","0.333333333333333","0.35","0.166666666666667","0","0.15","0.222222222222222","0","0.235294117647059","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","No"
